Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A frequency count of 190,000 words in the London-Lund Corpus of English Conversation",us,,,,,,,,
"A frequency count of 190,000 words in theLondon-Lund Corpus of English Conversation","Behavior Research Methods, Instruments, & Computers",,16,6,10.3758/BF03200836,Gordon D. A. Brown,1984,http://link.springer.com/article/10.3758/BF03200836,Article
A fuzzy system for mapping worker attributes to tasks,"Behavior Research Methods, Instruments, & Computers",,26,2,10.3758/BF03204601,J. Philip CraigerMichael D. Coovert,1994,http://link.springer.com/article/10.3758/BF03204601,Article
A graphical representation of the mediated effect,Behavior Research Methods,,40,1,10.3758/BRM.40.1.55,Matthew S. FritzDavid P. MacKinnon,2008,http://link.springer.com/article/10.3758/BRM.40.1.55,Article
A group-administered lag task as a measure of working memory,Behavior Research Methods,,39,3,10.3758/BF03193017,Jill T. SheltonRichard L. MetzgerEmily M. Elliott,2007,http://link.springer.com/article/10.3758/BF03193017,Article
A high-level language for control of psychology experiments,Behavior Research Methods & Instrumentation,,10,2,10.3758/BF03205148,Richard F. DillonLouis R. DumontierWilliam R. BezansonRodger Brennan,1978,http://link.springer.com/article/10.3758/BF03205148,Article
A human-centered approach for designing World-Wide Web browsers,"Behavior Research Methods, Instruments, & Computers",,29,2,10.3758/BF03204806,Bo ChenHuifang WangRobert W. ProctorGavriel Salvendy,1997,http://link.springer.com/article/10.3758/BF03204806,Article
A HyperCard-based tool for studying cognitive processes in complex problem solving,"Behavior Research Methods, Instruments, & Computers",,24,2,10.3758/BF03203509,Steven R. CarterDavid A. Walsh,1992,http://link.springer.com/article/10.3758/BF03203509,Article
A jigsaw-puzzle imagery task for assessing active visuospatial processes in old and young people,"Behavior Research Methods, Instruments, & Computers",,34,1,10.3758/BF03195425,John T. E. RichardsonTomaso Vecchi,2002,http://link.springer.com/article/10.3758/BF03195425,Article
A Kinect-based system for automatic recording of some pigeon behaviors,Behavior Research Methods,,47,4,10.3758/s13428-014-0531-6,Damian M. LyonsJames S. MacDonallKelly M. Cunningham,2015,http://link.springer.com/article/10.3758/s13428-014-0531-6,Article
A laser-based eye-tracking system,"Behavior Research Methods, Instruments, & Computers",,34,4,10.3758/BF03195485,Kenji IrieBruce A. WilsonRichard D. JonesPhilip J. BonesTim J. Anderson,2002,http://link.springer.com/article/10.3758/BF03195485,Article
A letter visual-similarity matrix for Latin-based alphabets,us,,,,,,,,
A letter-digit matrix of auditory confusions,us,,,,,,,,
A Lotus 1-2-3-based system for recording and maintaining body weight of laboratory animals,"Behavior Research Methods, Instruments, & Computers",,24,1,10.3758/BF03203477,Joseph S. AliValerie B. OlszykDusty D. DunnKeh-Liang A. LeeSharon M. KendallRichard R. RhoderickPhilip J. Bushnell,1992,http://link.springer.com/article/10.3758/BF03203477,Article
A Macintosh II psychophysiology system,"Behavior Research Methods, Instruments, & Computers",,23,3,10.3758/BF03203403,Timothy C. Bates,1991,http://link.springer.com/article/10.3758/BF03203403,Article
A MATLAB toolbox for the analysis of articulatory data in the production of speech,"Behavior Research Methods, Instruments, & Computers",,32,3,10.3758/BF03200817,Noël Nguyen,2000,http://link.springer.com/article/10.3758/BF03200817,Article
A matrix of consonant-cluster-free monosyllabic words in English,us,,,,,,,,
A measure for assessing the effects of audiovisual speech integration,Behavior Research Methods,,46,2,10.3758/s13428-013-0372-8,Nicholas AltieriJames T. TownsendMichael J. Wenger,2014,http://link.springer.com/article/10.3758/s13428-013-0372-8,Article
A measure of pronunciability of CVC trigrams,us,,,,,,,,
A method for analyzing the motion of an object on a VTR screen with an Apple II computer,"Behavior Research Methods, Instruments, & Computers",,16,1,10.3758/BF03201042,Masatoshi Kawai,1984,http://link.springer.com/article/10.3758/BF03201042,Article
A method for calibrating the spatial coordinates of a visual display to high accuracy,"Behavior Research Methods, Instruments, & Computers",,20,4,10.3758/BF03202682,Laurence T. MaloneyKyunghee Koh,1988,http://link.springer.com/article/10.3758/BF03202682,Article
A method for evaluating the effectiveness of educational software,"Behavior Research Methods, Instruments, & Computers",,26,2,10.3758/BF03204628,Steve CohenRichard ChechileGeorge SmithFrank TsaiGlen Burns,1994,http://link.springer.com/article/10.3758/BF03204628,Article
A method for studying visually guided perception and learning in newborn macaques,Behavior Research Methods & Instrumentation,,3,5,10.3758/BF03208388,Gene P. SackettRichard TrippConstance MilbrathJohn GluckHerbert Pick,1971,http://link.springer.com/article/10.3758/BF03208388,Article
A methodological note on evaluating performance in a sustained-attention-to-response task,Behavior Research Methods,,45,2,10.3758/s13428-012-0266-1,Paul SeliTanya R. JonkerGrayden J. F. SolmanJames Allan CheyneDaniel Smilek,2013,http://link.springer.com/article/10.3758/s13428-012-0266-1,Article
A methodological review of meta-analyses of the effectiveness of clinical psychology treatments,Behavior Research Methods,,,,10.3758/s13428-017-0973-8,María Rubio-AparicioFulgencio Marín-MartínezJulio Sánchez-MecaJosé Antonio López-López,2017,http://link.springer.com/article/10.3758/s13428-017-0973-8,Article
A microcomputer interface for decoding telemetry data and displaying them numerically and graphically in real time,"Behavior Research Methods, Instruments, & Computers",,19,1,10.3758/BF03207665,John CigasA. Peter Klimley,1987,http://link.springer.com/article/10.3758/BF03207665,Article
A microcomputer-dependent statistics and design course,"Behavior Research Methods, Instruments, & Computers",,19,2,10.3758/BF03203771,Richard S. Lehman,1987,http://link.springer.com/article/10.3758/BF03203771,Article
A microprocessor-based psychopathology laboratory: I. Why bother?,Behavior Research Methods & Instrumentation,,11,2,10.3758/BF03205656,Rue L. CromwellWill Spaulding,1979,http://link.springer.com/article/10.3758/BF03205656,Article
A microprocessor-based real-time BASIC random interstimulus interval generator with different probability density functions,Behavior Research Methods & Instrumentation,,11,6,10.3758/BF03201386,Naoyuki Osaka,1979,http://link.springer.com/article/10.3758/BF03201386,Article
"A motion capture library for the study of identity, gender, and emotion perception from biological motion",Behavior Research Methods,,38,1,10.3758/BF03192758,Yingliang MaHelena M. PatersonFrank E. Pollick,2006,http://link.springer.com/article/10.3758/BF03192758,Article
A multi-terabyte relational database for geo-tagged social network data,us,,,,,,,,
A new ANEW: Evaluation of a word list for sentiment analysis in microblogs,us,,,,,,,,
A new method for the estimation of the onset of the lateralized readiness potential (LRP),"Behavior Research Methods, Instruments, & Computers",,30,1,10.3758/BF03209421,P. SchwarzenauM. FalkensteinJ. HoormannJ. Hohnsbein,1998,http://link.springer.com/article/10.3758/BF03209421,Article
A new method of monitoring motor activity in baboons,"Behavior Research Methods, Instruments, & Computers",,28,1,10.3758/BF03203632,Christiane H. MayHelen C. SingRichard CephusSiegfried VogelElias K. ShayaHenry N. Wagner,1996,http://link.springer.com/article/10.3758/BF03203632,Article
A new sentence generator providing material for maximum reading speed measurement,Behavior Research Methods,,47,4,10.3758/s13428-014-0521-8,Jean-Luc PerrinDamien PailléThierry Baccino,2015,http://link.springer.com/article/10.3758/s13428-014-0521-8,Article
"A new set of 272 pictures for psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition",Behavior Research Methods,,47,4,10.3758/s13428-014-0537-0,Leila GhasisinFariba YadegariMehdi RahgozarAli NazariNiloufar Rastegarianzade,2015,http://link.springer.com/article/10.3758/s13428-014-0537-0,Article
"A new set of 272 pictures of psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition",us,,,,,,,,
A new standardized stimulus set for studying need-of-help recognition (NeoHelp),us,,,,,,,,
A new strategy for studying spatial aptitude,"Behavior Research Methods, Instruments, & Computers",,22,2,10.3758/BF03203134,Diane J. SchianoDon Barch,1990,http://link.springer.com/article/10.3758/BF03203134,Article
A normative study of organizational strategies in free recall learning,us,,,,,,,,
A novel evaluation of two related and two independent algorithms for eye movement classification during reading,Behavior Research Methods,,50,4,10.3758/s13428-018-1050-7,Lee FriedmanIoannis RigasEvgeny AbdulinOleg V. Komogortsev,2018,http://link.springer.com/article/10.3758/s13428-018-1050-7,Article
A portable pupilometer system for measuring pupillary size and light reflex,"Behavior Research Methods, Instruments, & Computers",,21,6,10.3758/BF03210585,Aleksandras RadziusPhyllis WelchEdward J. ConeJack E. Henningfield,1989,http://link.springer.com/article/10.3758/BF03210585,Article
A portable version of the go/no-go association task (GNAT),Behavior Research Methods,,37,3,10.3758/BF03192721,Jonathan F. BassettJames M. Dabbs,2005,http://link.springer.com/article/10.3758/BF03192721,Article
"A portable, solid-state anomaloscope",Behavior Research Methods & Instrumentation,,15,6,10.3758/BF03203728,Robert T. Kintz,1983,http://link.springer.com/article/10.3758/BF03203728,Article
"A portable, unobtrusive device for videorecording clinical interactions",Behavior Research Methods,,37,1,10.3758/BF03206411,Terrance L. AlbrechtJohn C. RuckdeschelFountain L. RayBen J. PetheDawn L. RiddleJoan StrohmLouis A. PennerMichael D. CoovertGwendolyn QuinnChristina G. Blanchard,2005,http://link.springer.com/article/10.3758/BF03206411,Article
A preferential looking clinical acuity test: Improvements in implemented microcomputer control,"Behavior Research Methods, Instruments, & Computers",,21,4,10.3758/BF03202811,Lee E. OstranderGillray L. KandelPaul L. JenkinsJohn W. Simon,1989,http://link.springer.com/article/10.3758/BF03202811,Article
A program for assessing body image disturbance using adjustable partial image distortion,Behavior Research Methods,,37,4,10.3758/BF03192734,Alex Letosa-portaMarta Ferrer-GarcíaJosé Gutiérrez-Maldonado,2005,http://link.springer.com/article/10.3758/BF03192734,Article
A program for parsing mouse movements into component submovements,"Behavior Research Methods, Instruments, & Computers",,29,3,10.3758/BF03200599,Neff WalkerDavid PhilbinAileen WordenJohn B. Smelcer,1997,http://link.springer.com/article/10.3758/BF03200599,Article
A program that simulates random choice in radial arm mazes and similar choice situations,Behavior Research Methods & Instrumentation,,12,3,10.3758/BF03201681,Marcia L. SpetchDonald M. Wilkie,1980,http://link.springer.com/article/10.3758/BF03201681,Article
A psychometric investigation of “macroscopic” speech measures for clinical and psychological science,Behavior Research Methods,,48,2,10.3758/s13428-015-0584-1,Alex S. CohenTyler L. RenshawKyle R. MitchellYunjung Kim,2016,http://link.springer.com/article/10.3758/s13428-015-0584-1,Article
A re-evaluation of the meaningfulness of all possible cvc trigrams,us,,,,,,,,
A review of macintosh-based instructional software,"Behavior Research Methods, Instruments, & Computers",,25,2,10.3758/BF03204489,Paula Goolkasian,1993,http://link.springer.com/article/10.3758/BF03204489,Article
"A Rule-based Approach to Generating LargePhonetic Databases for Romanian",us,,,,,,,,
A SAS macro for statistical power calculations in meta-analysis,Behavior Research Methods,,41,1,10.3758/BRM.41.1.35,Guy CafriJeffrey D. KromreyMichael T. Brannick,2009,http://link.springer.com/article/10.3758/BRM.41.1.35,Article
A semiautomatic method for adding behavioral data to videotape records in combination with the Noldus Observer system,"Behavior Research Methods, Instruments, & Computers",,33,4,10.3758/BF03195415,Andreas BischofHolger StarkReinhard BlumensteinThomas WagnerAndré BrechmannHenning Scheich,2001,http://link.springer.com/article/10.3758/BF03195415,Article
A set of 265 pictures standardized for studies of the cognitive processing of temporal and causal order information,us,,,,,,,,
A set of 400 pictures standardised for Portuguese,us,,,,,,,,
A set of color-graphics routines for studying perceptual learning on the IBM PC,"Behavior Research Methods, Instruments, & Computers",,21,6,10.3758/BF03210579,William MarksJames B. Greer,1989,http://link.springer.com/article/10.3758/BF03210579,Article
A simple method for measuring brain asymmetry in children: Application to autism,Behavior Research Methods,,41,3,10.3758/BRM.41.3.812,R. A. WittlingE. SchweigerL. RizhovaE. A. VershininaL. B. Starup,2009,http://link.springer.com/article/10.3758/BRM.41.3.812,Article
A simple system for the remote detection and analysis of sniffing in explosives detection dogs,"Behavior Research Methods, Instruments, & Computers",,35,1,10.3758/BF03195499,Irit GazitYizhar LavnerGil BlochOphir AzulaiAllen GoldblattJoseph Terkel,2003,http://link.springer.com/article/10.3758/BF03195499,Article
A simulation laboratory for statistics,"Behavior Research Methods, Instruments, & Computers",,24,2,10.3758/BF03203496,Drake R. BradleyRobert L. HemstreetSusan T. Ziegenhagen,1992,http://link.springer.com/article/10.3758/BF03203496,Article
"A softwate architecture for Twitter collection, search and geolocation services",us,,,,,,,,
A spoken word count,us,,,,,,,,
"A Spoken Word Count (Children--Ages 5, 6 and 7).",us,,,,,,,,
"A spoken word count of six-year-old navajo children, with supplement--complete word list",us,,,,,,,,
A standard for test reliability in group research,Behavior Research Methods,,45,1,10.3758/s13428-012-0223-z,Jules L. Ellis,2013,http://link.springer.com/article/10.3758/s13428-012-0223-z,Article
A standardized list of affect-related life events,Behavior Research Methods,,,,10.3758/s13428-017-0948-9,Dale J. CohenKatherine A. BarkerMadeline R. White,2017,http://link.springer.com/article/10.3758/s13428-017-0948-9,Article
"A standardized set of 143 pictures: Norms for name agreement, image agreement, and familiarity",us,,,,,,,,
"a standardized set of 260 pictures : norms for name agreement, image agreement, familiarity, and visual complexity",us,,,,,,,,
A standardized set of 3-D objects for virtual reality research and applications,Behavior Research Methods,,50,3,10.3758/s13428-017-0925-3,David Peeters,2018,http://link.springer.com/article/10.3758/s13428-017-0925-3,Article
A stochastic lie detector,Behavior Research Methods,,44,1,10.3758/s13428-011-0144-2,Morten MoshagenJochen MuschEdgar Erdfelder,2012,http://link.springer.com/article/10.3758/s13428-011-0144-2,Article
A study of association in insanity,us,,,,,,,,
A study of homographs,us,,,,,,,,
A system for computer control of auditory stimuli,Behavior Research Methods & Instrumentation,,8,2,10.3758/BF03201772,Steven E. PoltrockNancy N. Mathews,1976,http://link.springer.com/article/10.3758/BF03201772,Article
A technique for continuous measurement of body movement from video,Behavior Research Methods,,49,1,10.3758/s13428-015-0685-x,Caitlin HilliardSusan Wagner Cook,2017,http://link.springer.com/article/10.3758/s13428-015-0685-x,Article
A text-stimuli presentation manager for the IBM PC with ipsatization correction for response sets and reaction times,"Behavior Research Methods, Instruments, & Computers",,22,4,10.3758/BF03203186,Ross BroughtonNorman Wasel,1990,http://link.springer.com/article/10.3758/BF03203186,Article
A theory of cheating,"Behavior Research Methods, Instruments, & Computers",,24,2,10.3758/BF03203512,Stephen W. LinkRichard B. Day,1992,http://link.springer.com/article/10.3758/BF03203512,Article
A ToolBook computer program to develop course objectives and assessment measures,"Behavior Research Methods, Instruments, & Computers",,25,2,10.3758/BF03204510,Linda C. PettyEleanor A. LynchEllen F. Rosen,1993,http://link.springer.com/article/10.3758/BF03204510,Article
A turn-key transportable eye-tracking instrument for clinical assessment,"Behavior Research Methods, Instruments, & Computers",,34,4,10.3758/BF03195491,Klaus HartneggBurkhart Fischer,2002,http://link.springer.com/article/10.3758/BF03195491,Article
A user-interactive graphics-based computer system for analysis of the EEG,Behavior Research Methods & Instrumentation,,13,4,10.3758/BF03202061,Michael E. ScammonMarshall M. KennardCharles F. StroebelBernard C. Glueck,1981,http://link.springer.com/article/10.3758/BF03202061,Article
A validation of Amazon Mechanical Turk for the collection of acceptability judgments in linguistic theory,Behavior Research Methods,,43,1,10.3758/s13428-010-0039-7,Jon Sprouse,2011,http://link.springer.com/article/10.3758/s13428-010-0039-7,Article
A validation of well-being and happiness surveys for administration via the Internet,Behavior Research Methods,,42,3,10.3758/BRM.42.3.775,Ryan T. HowellKatrina S. RodzonMark KuraiAmy H. Sanchez,2010,http://link.springer.com/article/10.3758/BRM.42.3.775,Article
A versatile memory-mapped I/O interface for microcomputers,Behavior Research Methods & Instrumentation,,13,6,10.3758/BF03207958,Naoyuki Osaka,1981,http://link.springer.com/article/10.3758/BF03207958,Article
A voice-activated key for the Apple Macintosh computer,"Behavior Research Methods, Instruments, & Computers",,21,1,10.3758/BF03203872,Salvador AlgarabelJaime SanmartinFrancisco Ahuir,1989,http://link.springer.com/article/10.3758/BF03203872,Article
"A Web-Based Archive of Norms, Stimuli, and Data","Behavior Research Methods, Instruments, & Computers",,36,3,10.3758/BF03195583,Jonathan Vaughan,2004,http://link.springer.com/article/10.3758/BF03195583,Article
A Web-based interface to calculate phonotactic probability for words and nonwords in Modern Standard Arabic,Behavior Research Methods,,50,1,10.3758/s13428-017-0872-z,Faisal AljasserMichael S. Vitevitch,2018,http://link.springer.com/article/10.3758/s13428-017-0872-z,Article
A word count of spoken English,us,,,,,,,,
"A word count of spoken Russian, the Soviet usage",us,,,,,,,,
A word-frequency list based on American English press reportage,us,,,,,,,,
ABC: A program to convert PSYCHLIT CD-ROM abstracts into APA-style bibliographies,"Behavior Research Methods, Instruments, & Computers",,21,3,10.3758/BF03202809,Michael J. KahanaDouglas K. Detterman,1989,http://link.springer.com/article/10.3758/BF03202809,Article
Abstract noun classification: using a neural network to match word context and word meaning,"Behavior Research Methods, Instruments, & Computers",,30,2,10.3758/BF03200654,Katja Wiemer-Hastings,1998,http://link.springer.com/article/10.3758/BF03200654,Article
Acoustic confusability values for 1172 CCC trigrams,us,,,,,,,,
Acoustic confusions in immediate memory,us,,,,,,,,
Acoustic sleepiness detection: Framework and validation of a speech-adapted pattern recognition approach,Behavior Research Methods,,41,3,10.3758/BRM.41.3.795,Jarek KrajewskiAnton BatlinerMartin Golz,2009,http://link.springer.com/article/10.3758/BRM.41.3.795,Article
ACPE: A computerized system for running small-group decision-making experiments,"Behavior Research Methods, Instruments, & Computers",,27,3,10.3758/BF03200424,William P. BottomCheryl L. EaveyGary J. MillerStephen Foster,1995,http://link.springer.com/article/10.3758/BF03200424,Article
ACT-PRO action protocol analyzer: A tool for analyzing discrete action protocols,"Behavior Research Methods, Instruments, & Computers",,33,2,10.3758/BF03195360,Wai-Tat Fu,2001,http://link.springer.com/article/10.3758/BF03195360,Article
Active engagement in a web-based tutorial to prevent obesity grounded in Fuzzy-Trace Theory predicts higher knowledge and gist comprehension,Behavior Research Methods,,49,4,10.3758/s13428-016-0794-1,Priscila G. Brust-RenckValerie F. ReynaEvan A. WilhelmsChristopher R. WolfeColin L. WidmerElizabeth M. Cedillos-WhynottA. Kate Morant,2017,http://link.springer.com/article/10.3758/s13428-016-0794-1,Article
Adapting cultural mixture modeling for continuous measures of knowledge and memory fluency,Behavior Research Methods,,48,3,10.3758/s13428-015-0670-4,Yin-Yin Sarah TanShane T. Mueller,2016,http://link.springer.com/article/10.3758/s13428-015-0670-4,Article
Adding semantic roles to the Chinese Treebank,us,,,,,,,,
Advances in examining preferences for similarity in seating: Revisiting the aggregation index,Behavior Research Methods,,47,4,10.3758/s13428-014-0541-4,Ivan Hernandez,2015,http://link.springer.com/article/10.3758/s13428-014-0541-4,Article
AfBO: A world-wide survey of affix borrowing. ,us,,,,,,,,
Affective and subjective familiarity ratings of 740 Dutch words,us,,,,,,,,
Affective auditory stimulus database: An expanded version of the International Affective Digitized Sounds (IADS-E),Behavior Research Methods,,50,4,10.3758/s13428-018-1027-6,Wanlu YangKai MakitaTakashi NakaoNoriaki KanayamaMaro G. MachizawaTakafumi SasaokaAyako SugataRyota KobayashiRyosuke HiramotoShigeto YamawakiMakoto IwanagaMakoto Miyatani,2018,http://link.springer.com/article/10.3758/s13428-018-1027-6,Article
"Affective norms for 720 French words rated by childrenand adolescents (FANchild)",us,,,,,,,,
Affective norms for 720 French words rated by children and adolescents (FANchild),Behavior Research Methods,,49,5,10.3758/s13428-016-0831-0,Catherine MonnierArielle Syssau,2017,http://link.springer.com/article/10.3758/s13428-016-0831-0,Article
Affective norms for English words (ANEW): Instrction manual and affective ratings,us,,,,,,,,
Age of acquisition and imageability norms for base and morphologically complex words in English and in Spanish,Behavior Research Methods,,48,1,10.3758/s13428-015-0579-y,Shakiela K. DaviesCristina IzuraRosy SocasAlberto Dominguez,2016,http://link.springer.com/article/10.3758/s13428-015-0579-y,Article
Age of acquisition norms for a large set of object names and their relation to adult estimates and other variables,us,,,,,,,,
Age of Aquisition and imageability norms for base morphologically complex words in Engilsh and in Spanish,us,,,,,,,,
Age of face matters: Age-group differences in ratings of young and old faces,Behavior Research Methods,,40,1,10.3758/BRM.40.1.130,Natalie C. Ebner,2008,http://link.springer.com/article/10.3758/BRM.40.1.130,Article
"Age-of-aacquisition ratings for 30,000 English words",us,,,,,,,,
Age-of-acquisition norms for 220 picturable nouns,us,,,,,,,,
"Age-of-acquisition ratings for 30,000 English words",Behavior Research Methods,,44,4,10.3758/s13428-012-0210-4,Victor KupermanHans Stadthagen-GonzalezMarc Brysbaert,2012,http://link.springer.com/article/10.3758/s13428-012-0210-4,Article
Age-related differences in valence and arousal ratings of pictures from the International Affective Picture System (IAPS): Do ratings become more extreme with age?,Behavior Research Methods,,40,2,10.3758/BRM.40.2.512,Daniel GrühnSusanne Scheibe,2008,http://link.springer.com/article/10.3758/BRM.40.2.512,Article
AGSuite: Software to conduct feature analysis of artificial grammar learning performance,Behavior Research Methods,,49,5,10.3758/s13428-017-0899-1,Matthew T. CookChrissy M. ChubalaRandall K. Jamieson,2017,http://link.springer.com/article/10.3758/s13428-017-0899-1,Article
"AlignTool: The automatic temporal alignment of spoken utterances in German, Dutch, and British English for psycholinguistic purposes",Behavior Research Methods,,50,2,10.3758/s13428-017-1002-7,Lars SchillingmannJessica ErnstVerena KeiteBritta WredeAntje S. MeyerEva Belke,2018,http://link.springer.com/article/10.3758/s13428-017-1002-7,Article
Alphabetic confusion: a test of models for individuals,us,,,,,,,,
An “intelligent” program to teach logical thinking skills,Behavior Research Methods & Instrumentation,,12,2,10.3758/BF03201608,Larry E. Wood,1980,http://link.springer.com/article/10.3758/BF03201608,Article
An additional measure of availability derived from the Oxford English Dictionary,us,,,,,,,,
An analysis of tactile letter confusions,us,,,,,,,,
An application of interactive voice response (ivr) technology to longitudinal studies of daily behavior,"Behavior Research Methods, Instruments, & Computers",,27,3,10.3758/BF03200429,James C. MundtM. W. PerrineJohn S. SearlesDan Walter,1995,http://link.springer.com/article/10.3758/BF03200429,Article
An associative thesaurus of English and its computer analysis.,us,,,,,,,,
An atlas of normative free association data,us,,,,,,,,
An atlas of semantic profiles for 360 words,us,,,,,,,,
An automated method of psychiatric treatment planning,"Behavior Research Methods, Instruments, & Computers",,24,2,10.3758/BF03203515,Chris E. Stout,1992,http://link.springer.com/article/10.3758/BF03203515,Article
An automated Y-maze based on a reduced instruction set computer (RISC) microcontroller for the assessment of continuous spontaneous alternation in rats,Behavior Research Methods,,48,4,10.3758/s13428-015-0674-0,Francisco J. Heredia-LópezFernando J. Álvarez-CerveraJosé G. Collí-AlfaroJosé L. Bata-GarcíaGloria Arankowsky-SandovalJosé L. Góngora-Alfaro,2016,http://link.springer.com/article/10.3758/s13428-015-0674-0,Article
An Ecological Alternative to Snodgrass & Vanderwart: 360 High Quality Colour Images with Norms for Seven Psycholinguistic Variables,us,,,,,,,,
An economical microcomputer design for the generation and display of timed visual stimuli: The TDL VDB,Behavior Research Methods & Instrumentation,,11,2,10.3758/BF03205630,John H. FlowersMark H. Murphy,1979,http://link.springer.com/article/10.3758/BF03205630,Article
An efficient method for obtaining similarity data,us,,,,,,,,
An empirical evaluation of the SYNWORK1 multiple-task work environment,"Behavior Research Methods, Instruments, & Computers",,30,2,10.3758/BF03200657,Robert W. ProctorDong Yuan WangDavid F. Pick,1998,http://link.springer.com/article/10.3758/BF03200657,Article
An empirical interletter confusion matrix for continuous-line capitals,us,,,,,,,,
An examination of daily activities and their scripts across the adult lifespan,"Behavior Research Methods, Instruments, & Computers",,35,1,10.3758/BF03195495,V. M. RosenL. CaplanL. SheesleyR. RodriguezJ. Grafman,2003,http://link.springer.com/article/10.3758/BF03195495,Article
An examination of the equivalency of self-report measures obtained from crowdsourced versus undergraduate student samples,Behavior Research Methods,,49,1,10.3758/s13428-016-0710-8,Elizabeth M. BrionesGrant Benham,2017,http://link.springer.com/article/10.3758/s13428-016-0710-8,Article
An improved technique for determining brain reward thresholds in primates,Behavior Research Methods & Instrumentation,,3,5,10.3758/BF03208404,Eliot L. Gardner,1971,http://link.springer.com/article/10.3758/BF03208404,Article
An index of specific behaviors in the moral domain,Behavior Research Methods,,38,4,10.3758/BF03193902,Roger A. ChadwickGregg BromgardIrina BromgardDavid Trafimow,2006,http://link.springer.com/article/10.3758/BF03193902,Article
An inexpensive experiment controller for stand-alone applications or distributed processing networks,"Behavior Research Methods, Instruments, & Computers",,16,2,10.3758/BF03202370,Donald E. WalterWilliam L. Palya,1984,http://link.springer.com/article/10.3758/BF03202370,Article
An inexpensive minicomputer system,Behavior Research Methods & Instrumentation,,7,3,10.3758/BF03201472,,1975,http://link.springer.com/article/10.3758/BF03201472,Article
An inexpensive variable time period integrator for electromyographic signals,Behavior Research Methods & Instrumentation,,6,4,10.3758/BF03200391,D. J. MaderA. E. MarbleJohn L. Reeves,1974,http://link.springer.com/article/10.3758/BF03200391,Article
